,ID,sample,ancestry,pred_ancestry,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10
679,MacArthurLab_680,train,afr,afr,0.0285,-0.0041,0.0031,-0.0016,-0.0035,-0.0121,0.0175,0.02,0.0177,-0.0141
680,MacArthurLab_681,train,afr,afr,0.0274,-0.0039,-0.0004,-0.0012,-0.0022,-0.0041,-0.0171,0.0016,0.005,0.0288
681,MacArthurLab_682,missing,,afr,0.0295,-0.0021,0.0009,0.0003,-0.0034,-0.0001,-0.0178,0.0032,0.0038,0.0292
682,MacArthurLab_683,missing,,amr,-0.0147,-0.0005,0.0189,-0.09,0.0461,0.0231,0.0103,-0.0014,0.02,-0.0201
683,MacArthurLab_684,test,amr,amr,-0.0143,-0.0027,0.0182,-0.0813,0.0398,0.0174,0.0115,0.0013,0.0208,-0.023
684,MacArthurLab_685,missing,,amr,-0.0159,0.0058,0.022,-0.1063,0.0609,0.0402,0.0181,-0.0179,0.0133,-0.0007
685,MacArthurLab_686,missing,,amr,-0.0136,-0.006,0.0115,-0.0642,0.0324,0.0126,0.0075,-0.0112,0.002,0.0072
686,MacArthurLab_687,train,amr,amr,-0.0157,0.0031,0.0185,-0.0955,0.0549,0.0315,0.0136,-0.0187,0.0051,0.005
687,MacArthurLab_688,train,amr,amr,-0.0147,0.0001,0.0199,-0.0879,0.0457,0.0253,0.0113,-0.0038,0.0202,-0.0204
688,MacArthurLab_689,train,afr,afr,0.0356,0.0011,0.0016,-0.0007,-0.0014,0.0028,-0.0213,-0.0005,0.0124,0.0178
689,MacArthurLab_690,missing,,afr,0.0327,-0.0005,0.0005,-0.0018,-0.002,-0.0006,-0.0195,0.003,0.0132,0.028
690,MacArthurLab_691,train,afr,afr,0.0339,-0.0004,0.0012,0.0,-0.0008,-0.0014,-0.0169,-0.001,0.0112,0.0295
691,MacArthurLab_692,missing,,amr,-0.0146,-0.0064,0.0142,-0.0659,0.0376,0.0152,0.0078,-0.0081,0.0017,-0.009
692,MacArthurLab_693,train,afr,afr,0.0356,0.0012,0.0009,-0.0002,-0.0005,0.002,-0.0198,-0.0039,0.0063,0.0254
693,MacArthurLab_694,missing,,afr,0.0323,0.0009,0.0022,0.0002,-0.0027,0.001,-0.0217,0.0024,0.0139,0.0291
694,MacArthurLab_695,train,afr,afr,0.036,0.0016,0.0036,-0.0008,-0.0026,-0.0088,0.0294,0.0217,0.0158,-0.0141
695,MacArthurLab_696,missing,,afr,0.0368,0.0013,0.0032,-0.0011,-0.0027,-0.0075,0.0307,0.0218,0.0185,0.0003
696,MacArthurLab_697,train,afr,afr,0.0313,-0.0014,0.0001,0.0001,-0.0024,-0.003,-0.0148,0.0049,0.0083,0.03
697,MacArthurLab_698,train,afr,afr,0.0353,0.0017,0.0009,-0.001,-0.0039,-0.0006,-0.0223,0.0005,0.0146,0.0297
698,MacArthurLab_699,train,afr,afr,0.037,0.0026,0.0014,-0.0003,-0.0023,0.0006,-0.0165,0.0042,0.0093,0.0264
699,MacArthurLab_700,test,afr,afr,0.0322,-0.001,0.0019,0.0001,-0.0028,0.0004,-0.0224,0.0016,0.0062,0.0302
700,MacArthurLab_701,test,afr,afr,0.0336,0.0009,0.001,0.0005,-0.0003,0.0013,-0.0298,-0.0028,0.0105,0.0284
701,MacArthurLab_702,missing,,afr,0.0256,-0.005,0.0005,-0.0004,-0.0046,-0.0036,-0.015,0.0044,0.0061,0.0234
702,MacArthurLab_703,train,afr,afr,0.0317,-0.0013,0.0009,-0.0009,-0.0015,-0.0012,-0.0108,0.008,0.0079,0.0344
703,MacArthurLab_704,missing,,afr,0.0376,0.0025,0.0013,-0.0001,-0.001,0.0022,-0.0202,-0.0007,0.007,0.0305
704,MacArthurLab_705,missing,,afr,0.0269,-0.0038,0.0009,-0.0014,-0.0024,-0.0035,-0.0192,0.0015,0.0082,0.0219
705,MacArthurLab_706,missing,,amr,-0.011,-0.0062,0.0143,-0.0536,0.0221,0.0046,0.0093,0.0061,0.0056,-0.0202
706,MacArthurLab_707,train,amr,amr,-0.0152,0.0018,0.0209,-0.091,0.0576,0.0304,0.0139,-0.0141,-0.0022,-0.0107
707,MacArthurLab_708,train,eas,eas,-0.018,0.0481,-0.0267,0.0188,0.0385,-0.0246,-0.0107,0.0274,-0.0063,0.0122
708,MacArthurLab_709,train,eas,eas,-0.0171,0.0459,-0.0239,0.0196,0.035,-0.0227,-0.0137,0.0257,-0.004,0.0106
709,MacArthurLab_710,missing,,eas,-0.0168,0.0454,-0.0245,0.0173,0.0349,-0.0213,-0.0115,0.0246,-0.0056,0.0134
710,MacArthurLab_711,train,eas,eas,-0.0208,0.0583,-0.0541,0.0308,0.0393,0.006,0.004,0.0464,-0.0021,-0.0547
711,MacArthurLab_712,train,eas,eas,-0.0201,0.0566,-0.0514,0.0278,0.0361,0.0068,0.0013,0.0449,-0.0027,-0.0502
712,MacArthurLab_713,missing,,eas,-0.0196,0.0568,-0.0571,0.0346,0.0438,0.0048,0.0005,0.0468,-0.0046,-0.0473
713,MacArthurLab_714,train,eas,eas,-0.0199,0.0564,-0.0519,0.0289,0.0434,0.0043,-0.0016,0.0511,-0.0056,-0.0461
714,MacArthurLab_715,missing,,eas,-0.0209,0.0597,-0.0611,0.0332,0.0509,0.0048,-0.0026,0.0562,-0.0067,-0.0495
715,MacArthurLab_716,train,eas,eas,-0.0204,0.0592,-0.0605,0.0349,0.0486,0.0077,-0.003,0.0558,-0.0087,-0.053
716,MacArthurLab_717,train,eas,eas,-0.0204,0.0579,-0.0572,0.0332,0.046,0.0046,-0.0049,0.0577,-0.0084,-0.0465
717,MacArthurLab_718,missing,,eas,-0.0199,0.0581,-0.0545,0.0306,0.0442,0.0029,-0.002,0.0539,-0.0073,-0.0503
718,MacArthurLab_719,train,eas,eas,-0.0205,0.0575,-0.0577,0.0333,0.0502,0.0019,-0.0049,0.0612,-0.0103,-0.0506
719,MacArthurLab_720,train,eas,eas,-0.0198,0.0575,-0.0532,0.03,0.0445,0.0008,-0.0023,0.0491,-0.0056,-0.0432
720,MacArthurLab_721,train,eas,eas,-0.0196,0.0569,-0.0553,0.0322,0.042,0.0029,-0.0017,0.0489,-0.0038,-0.0465
721,MacArthurLab_722,train,eas,eas,-0.0203,0.0573,-0.0561,0.0305,0.0458,0.0052,-0.001,0.0526,-0.0058,-0.0494
722,MacArthurLab_723,train,eas,eas,-0.0191,0.0537,-0.0439,0.0252,0.0432,-0.0127,-0.0062,0.0338,-0.0027,-0.0108
723,MacArthurLab_724,missing,,eas,-0.0186,0.0514,-0.0416,0.0259,0.0404,-0.0097,-0.0069,0.031,-0.0037,-0.0118
724,MacArthurLab_725,train,eas,eas,-0.0185,0.0508,-0.0444,0.0258,0.0431,-0.0078,-0.0056,0.0314,-0.0028,-0.0115
725,MacArthurLab_726,test,eas,eas,-0.0174,0.0454,-0.0249,0.0187,0.0274,-0.0175,-0.0046,0.0204,-0.0021,-0.0055
726,MacArthurLab_727,train,eas,eas,-0.0166,0.0438,-0.0205,0.0139,0.0261,-0.0164,-0.0075,0.025,-0.0019,0.0017
727,MacArthurLab_728,train,eas,eas,-0.0175,0.0462,-0.0228,0.0172,0.027,-0.0201,-0.0091,0.0239,-0.0057,0.0056
728,MacArthurLab_729,test,eas,eas,-0.0171,0.0465,-0.0271,0.0193,0.0316,-0.0155,-0.0069,0.026,-0.002,-0.0052
729,MacArthurLab_730,train,eas,eas,-0.0174,0.0464,-0.0276,0.0186,0.0277,-0.0151,-0.0071,0.0262,-0.0031,-0.0023
730,MacArthurLab_731,test,eas,eas,-0.0175,0.0464,-0.0257,0.0186,0.0281,-0.0147,-0.0063,0.0275,-0.0033,-0.0054
731,MacArthurLab_732,missing,,eas,-0.0174,0.0464,-0.0265,0.0198,0.0274,-0.0153,-0.0073,0.0302,-0.0071,-0.0084
732,MacArthurLab_733,train,eas,eas,-0.0175,0.0459,-0.0271,0.0166,0.0279,-0.0128,-0.0065,0.0244,-0.002,-0.0055
733,MacArthurLab_734,train,eas,eas,-0.0171,0.0445,-0.0254,0.0162,0.0269,-0.0134,-0.006,0.0234,-0.0028,-0.0055
734,MacArthurLab_735,test,eas,eas,-0.0171,0.0463,-0.0229,0.0176,0.0321,-0.0215,-0.0124,0.0185,-0.0066,0.02
735,MacArthurLab_736,missing,,eas,-0.0169,0.0449,-0.0193,0.0159,0.0303,-0.0219,-0.0124,0.0224,-0.0034,0.0167
736,MacArthurLab_737,train,eas,eas,-0.0174,0.0455,-0.026,0.0201,0.0317,-0.0188,-0.0093,0.0198,-0.0019,0.01
737,MacArthurLab_738,train,eas,eas,-0.0178,0.0475,-0.0255,0.0187,0.0342,-0.0206,-0.0143,0.0254,-0.0053,0.0137
738,MacArthurLab_739,train,eas,eas,-0.0171,0.0456,-0.0246,0.0191,0.0333,-0.0183,-0.0094,0.0208,-0.0019,0.0086
739,MacArthurLab_740,missing,,eas,-0.0151,0.0311,0.0266,-0.0067,-0.0286,-0.0156,-0.0109,0.0175,-0.001,0.0026
740,MacArthurLab_741,train,eas,eas,-0.0179,0.0464,-0.0254,0.0193,0.0318,-0.0202,-0.0083,0.0189,-0.0043,0.0108
741,MacArthurLab_742,missing,,eas,-0.0146,0.0296,0.0262,-0.0067,-0.0279,-0.0151,-0.0152,0.0192,-0.0035,0.0061
742,MacArthurLab_743,test,afr,afr,0.0358,0.0009,0.0004,-0.0003,-0.0016,0.0014,-0.0156,0.0048,0.015,0.0365
743,MacArthurLab_744,train,afr,afr,0.017,-0.0114,-0.001,-0.0005,-0.0052,-0.0076,-0.0206,0.0048,-0.0025,0.0188
744,MacArthurLab_745,missing,,amr,-0.0113,-0.0076,0.0122,-0.0576,0.0261,0.0169,0.0001,0.004,0.0189,-0.0041
745,MacArthurLab_746,train,afr,afr,0.0336,0.0001,0.002,-0.0001,-0.0035,0.0011,-0.0218,0.0041,0.0125,0.0225
746,MacArthurLab_747,train,afr,afr,0.0331,-0.0007,0.0016,-0.0007,-0.0026,-0.0013,-0.0113,0.0029,0.0095,0.025
747,MacArthurLab_748,missing,,afr,0.031,-0.0009,0.0009,0.0,-0.0031,-0.0002,-0.0196,0.0047,0.0127,0.0274
748,MacArthurLab_749,test,afr,afr,0.0357,0.0012,0.0008,-0.0007,-0.002,0.0008,-0.0135,0.0043,0.0103,0.0323
749,MacArthurLab_750,test,afr,afr,0.039,0.0011,0.0017,-0.0007,0.0027,-0.0106,0.0352,-0.0012,-0.0401,-0.0148
750,MacArthurLab_751,test,afr,afr,0.0375,0.003,0.0012,0.0007,-0.0021,0.0032,-0.0192,0.0005,0.0126,0.0304
751,MacArthurLab_752,train,afr,afr,0.0308,-0.0026,-0.0,0.0002,-0.0017,-0.0021,-0.0191,0.0019,0.0072,0.0253
752,MacArthurLab_753,train,afr,afr,0.0372,0.0017,0.0002,-0.0018,-0.0011,-0.0102,0.022,-0.0079,-0.0124,0.0349
753,MacArthurLab_754,train,afr,afr,0.0343,0.0074,-0.0195,0.0055,0.0205,0.0029,-0.0042,0.0052,-0.0429,0.0889
754,MacArthurLab_755,missing,,afr,0.0316,-0.0016,0.0034,0.0018,0.0038,-0.0117,0.0223,-0.0084,-0.0408,-0.0113
755,MacArthurLab_756,train,afr,afr,0.0375,0.0041,0.0008,0.0006,0.0038,0.0054,-0.0787,-0.0241,0.0193,-0.0193
756,MacArthurLab_757,missing,,afr,0.0349,0.0039,-0.0031,0.0014,0.0058,0.0064,-0.0854,-0.0222,0.0028,-0.0087
757,MacArthurLab_758,test,afr,afr,0.0384,0.0045,0.0012,0.0008,0.0035,0.0059,-0.0732,-0.0279,0.0153,-0.0235
758,MacArthurLab_759,train,afr,afr,0.0383,0.0027,0.0008,-0.0005,0.0008,0.0055,-0.069,-0.022,0.021,-0.0267
759,MacArthurLab_760,train,afr,afr,0.0364,0.0022,-0.0024,-0.0011,0.0021,-0.0057,0.0233,-0.0073,-0.0333,0.0461
760,MacArthurLab_761,train,afr,afr,0.0348,-0.0002,0.0003,-0.0012,-0.0019,-0.0075,0.0141,-0.002,-0.0033,0.0242
761,MacArthurLab_762,missing,,afr,0.0335,-0.0025,0.0033,-0.0003,-0.003,-0.0127,0.0357,0.0169,-0.0076,-0.0199
762,MacArthurLab_763,test,afr,afr,0.0333,-0.002,0.0025,-0.0007,-0.0042,-0.011,0.0312,0.0164,-0.0017,-0.0182
763,MacArthurLab_764,train,afr,afr,0.0367,-0.0002,0.0037,-0.0006,-0.0024,-0.0084,0.0345,0.0164,-0.0045,-0.0182
764,MacArthurLab_765,missing,,afr,0.0333,0.0002,0.0027,-0.0013,-0.0045,-0.0091,0.0247,0.02,0.0193,-0.0129
765,MacArthurLab_766,train,afr,afr,0.0253,-0.0073,0.0016,-0.0016,-0.0037,-0.0142,0.018,0.0185,0.0207,-0.0143
766,MacArthurLab_767,train,afr,afr,0.0325,0.0012,-0.008,-0.0008,0.0072,-0.0046,0.0031,-0.0112,-0.0181,0.0605
767,MacArthurLab_768,train,sas,sas,-0.0124,-0.0145,0.0199,0.0232,0.0112,0.0196,-0.0238,0.003,0.0009,0.0244
768,MacArthurLab_769,train,afr,afr,0.0356,-0.001,0.0028,-0.0017,-0.0036,-0.0115,0.0247,0.0195,0.0159,-0.024
769,MacArthurLab_770,train,afr,afr,0.0373,0.0007,0.0033,-0.0019,-0.0025,-0.0088,0.0324,0.0231,0.019,-0.019
770,MacArthurLab_771,test,afr,afr,0.0288,-0.0062,0.0036,-0.0006,-0.0038,-0.0139,0.0326,0.0173,-0.0041,-0.024
771,MacArthurLab_772,missing,,afr,0.0322,-0.0034,0.0026,-0.0008,-0.004,-0.0123,0.0303,0.0168,-0.0002,-0.0176
772,MacArthurLab_773,test,afr,afr,0.0351,-0.0004,0.003,-0.0007,-0.0022,-0.0075,0.0344,0.0158,0.0078,-0.0079
773,MacArthurLab_774,train,afr,afr,0.0353,0.0006,0.0032,-0.0022,-0.0022,-0.0133,0.0297,0.0184,0.0181,-0.0113
774,MacArthurLab_775,train,afr,afr,0.036,0.0013,0.0034,-0.0004,-0.0009,-0.0087,0.0322,0.0189,0.0113,-0.0114
775,MacArthurLab_776,missing,,eas,-0.0153,0.0317,0.029,-0.0058,-0.0246,-0.0121,-0.0184,0.0151,-0.0087,0.0153
776,MacArthurLab_777,train,eas,eas,-0.0154,0.0332,0.0273,-0.0068,-0.0282,-0.0159,-0.0212,0.0198,-0.0114,0.0158
777,MacArthurLab_778,missing,,eas,-0.0148,0.0311,0.027,-0.0074,-0.0262,-0.0125,-0.02,0.0144,-0.009,0.0173
778,MacArthurLab_779,train,eas,eas,-0.0153,0.0315,0.0272,-0.0082,-0.0259,-0.014,-0.0202,0.0166,-0.0102,0.0173
779,MacArthurLab_780,train,afr,afr,0.0301,-0.0044,0.0024,-0.002,-0.0018,-0.0123,0.0342,0.0119,-0.0138,-0.0116
780,MacArthurLab_781,train,afr,afr,0.0391,0.0016,0.0036,0.0026,0.0035,-0.0102,0.0302,-0.0035,-0.0322,-0.0259
781,MacArthurLab_782,train,afr,afr,0.031,-0.0026,0.0026,0.001,0.0051,-0.0144,0.0246,-0.0117,-0.0521,-0.0136
782,MacArthurLab_783,train,afr,afr,0.0359,-0.0005,0.003,0.0013,-0.0018,-0.0092,0.0332,0.0188,0.0068,-0.0127
783,MacArthurLab_784,test,afr,afr,0.0362,-0.0002,0.0036,-0.0005,-0.0009,-0.0092,0.0432,0.0181,0.0014,-0.013
784,MacArthurLab_785,train,afr,afr,0.0389,0.0023,0.0029,0.0011,0.0072,-0.0093,0.0292,-0.0088,-0.0455,-0.0066
785,MacArthurLab_786,train,afr,afr,0.0348,0.0007,0.002,-0.0008,0.0034,-0.0132,0.0299,-0.0067,-0.0419,-0.006
786,MacArthurLab_787,missing,,afr,0.0343,-0.0006,0.0023,0.0002,0.0051,-0.0134,0.027,-0.0085,-0.0455,-0.0087
787,MacArthurLab_788,train,afr,afr,0.0373,0.0003,0.0034,-0.0004,-0.0016,-0.0083,0.0333,0.0172,-0.003,-0.0159
788,MacArthurLab_789,train,afr,afr,0.0359,-0.0009,0.0029,-0.0022,-0.0013,-0.0101,0.0333,0.0149,-0.005,-0.0246
789,MacArthurLab_790,test,afr,afr,0.0359,0.0035,-0.0006,0.0018,0.0034,0.0081,-0.0701,-0.0139,0.0152,-0.007
790,MacArthurLab_791,test,afr,afr,0.0376,0.0019,0.0028,0.0004,-0.0019,0.0028,-0.0461,-0.0201,0.0218,-0.0268
791,MacArthurLab_792,train,afr,afr,0.0371,0.005,-0.0024,0.0017,0.0066,0.0068,-0.079,-0.0174,0.0148,0.0019
792,MacArthurLab_793,missing,,afr,0.0365,0.0031,-0.0011,0.0011,0.0021,0.0051,-0.0705,-0.0212,0.0192,-0.0139
793,MacArthurLab_794,test,afr,afr,0.0371,0.0037,-0.0016,0.0009,0.0001,0.0053,-0.0781,-0.023,0.0212,-0.034
794,MacArthurLab_795,train,afr,afr,0.0357,0.0018,0.0009,-0.0001,0.0001,0.0041,-0.0648,-0.0194,0.0201,-0.0304
795,MacArthurLab_796,train,afr,afr,0.0297,-0.0053,0.0021,-0.0021,-0.0037,-0.0129,0.0258,0.0147,-0.0046,-0.0237
796,MacArthurLab_797,train,afr,afr,0.0321,-0.0025,0.0018,0.0005,0.0043,-0.0134,0.0187,-0.0132,-0.0442,-0.0079
797,MacArthurLab_798,missing,,afr,0.0364,0.0037,-0.002,0.0002,0.0029,0.0071,-0.0781,-0.0164,0.0195,-0.0201
798,MacArthurLab_799,test,afr,afr,0.038,0.0022,0.0019,-0.0015,-0.0005,0.0029,-0.0507,-0.0218,0.0221,-0.0451
799,MacArthurLab_800,test,afr,afr,0.0372,0.0042,-0.0018,0.001,0.0051,0.0067,-0.084,-0.0237,0.0147,-0.0161
800,MacArthurLab_801,train,afr,afr,0.0383,0.0043,-0.0017,0.002,0.0041,0.0075,-0.0842,-0.0255,0.0077,-0.0267
801,MacArthurLab_802,train,afr,afr,0.0375,0.0039,-0.001,0.0019,0.0043,0.006,-0.0733,-0.0178,0.0195,-0.0121
802,MacArthurLab_803,train,afr,afr,0.04,0.0053,-0.0029,0.003,0.0103,0.0051,-0.073,-0.0239,-0.0158,-0.0105
803,MacArthurLab_804,train,afr,afr,0.0379,0.0039,-0.0018,0.0022,0.0063,0.0072,-0.0729,-0.0189,0.0082,-0.0141
804,MacArthurLab_805,missing,,afr,0.0369,0.0035,-0.0023,0.0004,0.0047,0.0071,-0.0804,-0.0196,0.0165,-0.0213
805,MacArthurLab_806,missing,,sas,-0.0119,-0.0128,0.0214,0.0222,0.0096,0.0238,-0.0227,0.001,0.0098,0.0229
806,MacArthurLab_807,train,sas,sas,-0.0122,-0.0144,0.0185,0.0212,0.0105,0.0191,-0.0248,0.0022,0.0014,0.0262
807,MacArthurLab_808,train,sas,sas,-0.0122,-0.0164,0.0168,0.0203,0.0094,0.0153,-0.0219,0.0002,-0.0001,0.0197
808,MacArthurLab_809,test,afr,afr,0.0375,0.0052,-0.0025,0.0013,0.0087,0.0101,-0.087,-0.0222,0.0112,-0.0149
809,MacArthurLab_810,missing,,afr,0.0369,0.0017,0.0026,-0.0007,-0.0013,0.0033,-0.0576,-0.0251,0.0244,-0.0555
810,MacArthurLab_811,train,afr,afr,0.0373,0.0025,0.0002,0.0005,-0.0003,0.0042,-0.0696,-0.0203,0.0228,-0.0209
811,MacArthurLab_812,missing,,afr,0.0358,0.0021,0.0008,0.0005,-0.0002,0.0037,-0.0675,-0.0164,0.0252,-0.0292
812,MacArthurLab_813,train,afr,afr,0.038,0.0038,0.0008,0.0004,0.0031,0.0064,-0.074,-0.0205,0.0233,-0.0194
813,MacArthurLab_814,test,afr,afr,0.0391,0.003,-0.0006,-0.0001,0.0039,0.006,-0.0757,-0.0258,0.0167,-0.0214
814,MacArthurLab_815,train,afr,afr,0.0368,0.0032,-0.0006,0.0003,0.0021,0.0076,-0.0811,-0.0199,0.025,-0.0255
815,MacArthurLab_816,train,afr,afr,0.0379,0.0047,-0.0026,0.0018,0.0079,0.0088,-0.0959,-0.0243,0.011,-0.0206
816,MacArthurLab_817,train,afr,afr,0.0377,0.0046,0.0013,0.0001,0.002,0.0074,-0.07,-0.0214,0.0202,-0.0275
817,MacArthurLab_818,train,afr,afr,0.0375,0.0027,0.0002,0.0003,0.003,0.0051,-0.0732,-0.024,0.0214,-0.0217
818,MacArthurLab_819,test,afr,afr,0.0366,0.0035,-0.0016,0.0015,0.0024,0.0052,-0.0757,-0.0185,0.0183,-0.0142
819,MacArthurLab_820,missing,,afr,0.0377,0.0037,0.0016,0.0018,0.0018,0.0039,-0.0623,-0.0186,0.0138,-0.0061
820,MacArthurLab_821,train,afr,afr,0.0378,0.0033,-0.0004,0.0004,0.004,0.0039,-0.0686,-0.0198,0.0225,-0.0212
821,MacArthurLab_822,train,afr,afr,0.0361,0.0031,0.0009,-0.0001,0.0006,0.0038,-0.0544,-0.0182,0.0198,-0.03
822,MacArthurLab_823,train,afr,afr,0.0371,0.0033,0.0016,0.0004,0.0018,0.0059,-0.0782,-0.023,0.0275,-0.0426
823,MacArthurLab_824,train,afr,afr,0.0374,0.0035,0.0018,0.0006,0.0031,0.0052,-0.0684,-0.0262,0.0176,-0.0401
824,MacArthurLab_825,train,sas,sas,-0.0126,-0.0184,0.0197,0.0187,0.0145,0.0038,0.0092,-0.0087,-0.0243,-0.0046
825,MacArthurLab_826,train,sas,sas,-0.0129,-0.0174,0.02,0.0194,0.0143,0.0039,0.0085,-0.01,-0.0187,-0.0045
826,MacArthurLab_827,train,sas,sas,-0.0131,-0.0159,0.0218,0.0206,0.0126,0.0054,0.0075,-0.009,-0.0203,-0.0019
827,MacArthurLab_828,test,sas,sas,-0.0127,-0.0172,0.0234,0.0248,0.0163,0.0097,0.0086,-0.0119,-0.0212,-0.0049
828,MacArthurLab_829,train,sas,sas,-0.0118,-0.0179,0.0168,0.0195,0.0086,0.017,-0.0253,0.0047,0.0029,0.0207
829,MacArthurLab_830,test,sas,sas,-0.012,-0.0182,0.0152,0.0179,0.0081,0.0139,-0.0229,0.0052,0.002,0.0177
830,MacArthurLab_831,missing,,sas,-0.012,-0.0137,0.0202,0.0211,0.0097,0.0184,-0.0194,0.0014,0.0057,0.0201
831,MacArthurLab_832,train,afr,afr,0.0379,0.0035,0.0008,0.0011,0.0015,0.0082,-0.0764,-0.0264,0.0135,-0.0244
832,MacArthurLab_833,train,afr,afr,0.0371,0.0026,0.0006,0.0024,0.0025,0.0047,-0.0704,-0.0213,0.0218,-0.0267
833,MacArthurLab_834,train,afr,afr,0.0384,0.004,0.0007,-0.0015,0.0004,0.0041,-0.0733,-0.0218,0.026,-0.0236
834,MacArthurLab_835,missing,,afr,0.0365,0.0034,0.0009,0.0007,0.0005,0.0032,-0.0732,-0.02,0.0173,-0.0183
835,MacArthurLab_836,train,sas,sas,-0.0127,-0.0162,0.0212,0.024,0.011,0.0069,0.0051,-0.0059,-0.0166,-0.0016
836,MacArthurLab_837,missing,,sas,-0.0127,-0.0173,0.0203,0.0225,0.0144,0.0054,0.0091,-0.0125,-0.0255,0.0039
837,MacArthurLab_838,train,sas,sas,-0.0117,-0.0107,0.0231,0.0263,0.0126,0.0231,-0.0233,0.0002,0.0027,0.0235
838,MacArthurLab_839,missing,,sas,-0.0119,-0.0104,0.0241,0.0274,0.0126,0.0275,-0.0237,0.0003,0.0043,0.0262
839,MacArthurLab_840,train,sas,sas,-0.0121,-0.0106,0.0243,0.0262,0.0101,0.0255,-0.0196,0.0009,0.0054,0.021
840,MacArthurLab_841,missing,,sas,-0.0131,-0.0187,0.0191,0.0208,0.0151,0.0039,0.007,-0.0112,-0.0261,0.0014
841,MacArthurLab_842,test,sas,sas,-0.0122,-0.014,0.0208,0.0236,0.0097,0.0193,-0.0203,0.0005,0.0045,0.0194
842,MacArthurLab_843,train,sas,sas,-0.0125,-0.0158,0.0188,0.0218,0.0095,0.0174,-0.0194,0.0016,0.0035,0.0178
843,MacArthurLab_844,train,sas,sas,-0.0125,-0.0172,0.0202,0.0213,0.0159,0.0054,0.0074,-0.0114,-0.0255,-0.0037
844,MacArthurLab_845,train,afr,afr,0.0362,0.0025,0.0008,0.0005,-0.0001,0.0039,-0.0602,-0.0177,0.0255,-0.0316
845,MacArthurLab_846,train,afr,afr,0.038,0.0035,0.0006,0.0006,0.0014,0.0042,-0.0706,-0.0221,0.0228,-0.0356
846,MacArthurLab_847,missing,,afr,0.0381,0.0049,-0.0014,0.0015,0.0043,0.0072,-0.0796,-0.0211,0.0103,-0.0092
847,MacArthurLab_848,train,afr,afr,0.0375,0.0055,-0.0008,-0.0006,0.0024,0.007,-0.0738,-0.0199,0.0211,-0.0163
848,MacArthurLab_849,test,afr,afr,0.0373,0.0036,0.0013,0.001,0.0024,0.0036,-0.0683,-0.0232,0.0214,-0.0235
849,MacArthurLab_850,missing,,afr,0.0378,0.0028,0.0008,0.0007,0.0009,0.0066,-0.0645,-0.0157,0.0234,-0.0245
850,MacArthurLab_851,train,sas,sas,-0.0123,-0.0096,0.0254,0.0288,0.0147,0.0274,-0.0186,-0.0017,0.0042,0.0255
851,MacArthurLab_852,missing,,sas,-0.0118,-0.01,0.0247,0.0299,0.0142,0.029,-0.0257,-0.0008,0.0048,0.0272
852,MacArthurLab_853,missing,,sas,-0.0118,-0.0103,0.0245,0.027,0.0134,0.0267,-0.0231,0.0003,0.007,0.0266
853,MacArthurLab_854,train,sas,sas,-0.012,-0.0091,0.0262,0.0282,0.0126,0.0287,-0.0195,0.0008,0.0065,0.0215
854,MacArthurLab_855,train,sas,sas,-0.0129,-0.016,0.0247,0.0231,0.007,0.0087,0.0117,0.0029,0.0042,-0.0137
855,MacArthurLab_856,test,sas,sas,-0.0118,-0.0145,0.0197,0.0227,0.0114,0.0224,-0.0237,0.0038,0.0037,0.022
856,MacArthurLab_857,train,afr,afr,0.0375,0.0039,-0.0012,0.0006,0.0021,0.0064,-0.0836,-0.0234,0.0139,-0.0322
857,MacArthurLab_858,missing,,afr,0.0378,0.0048,-0.001,0.0009,0.0025,0.0054,-0.0836,-0.0241,0.0196,-0.0287
858,MacArthurLab_859,train,afr,afr,0.0401,0.0034,0.0037,0.0026,0.0086,-0.0099,-0.0079,-0.034,-0.0476,-0.0687
859,MacArthurLab_860,train,afr,afr,0.0394,0.0036,0.0024,0.0025,0.0089,-0.0099,-0.0114,-0.0366,-0.0558,-0.0576
860,MacArthurLab_861,missing,,afr,0.0415,0.0025,0.0044,-0.0004,0.0008,-0.0079,-0.0011,-0.0121,-0.0027,-0.0984
861,MacArthurLab_862,test,afr,afr,0.0376,0.0044,-0.0025,0.0012,0.0065,0.0053,-0.0771,-0.02,0.0129,-0.0117
862,MacArthurLab_863,train,afr,afr,0.0383,0.0044,-0.0015,0.0029,0.0052,0.0072,-0.0794,-0.0193,0.0168,-0.0186
863,MacArthurLab_864,missing,,afr,0.0376,0.0038,-0.0018,0.0012,0.0036,0.0031,-0.0721,-0.0151,0.0225,-0.02
864,MacArthurLab_865,train,afr,afr,0.0369,0.0036,-0.0009,0.0007,0.0017,0.0075,-0.0747,-0.0157,0.0253,-0.0147
865,MacArthurLab_866,missing,,sas,-0.0118,-0.0093,0.0256,0.0265,0.0138,0.0279,-0.0251,0.0007,0.0025,0.026
866,MacArthurLab_867,missing,,sas,-0.0116,-0.0099,0.0257,0.0274,0.0118,0.0274,-0.0211,-0.0002,0.0048,0.0216
867,MacArthurLab_868,missing,,sas,-0.012,-0.0104,0.0239,0.0259,0.0114,0.0254,-0.021,0.0009,0.0044,0.0226
868,MacArthurLab_869,train,sas,sas,-0.012,-0.0104,0.0255,0.0275,0.0117,0.0263,-0.0213,0.0009,0.0083,0.0202
